"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9"
"24662036","2036",5.00,140.00,345.00,5.00,35.00,270.00,360.00,110.00
"24662037","2037",15.00,230.00,315.00,5.00,30.00,195.00,380.00,140.00
"24662038","2038",25.00,145.00,275.00,5.00,25.00,200.00,270.00,90.00
"24662039","2039",5.00,115.00,200.00,0.00,10.00,195.00,280.00,40.00
"24662040","2040",25.00,455.00,480.00,20.00,40.00,375.00,615.00,290.00
"24662041","2041",30.00,280.00,485.00,15.00,35.00,410.00,600.00,200.00
"24662042","2042",15.00,175.00,355.00,5.00,50.00,290.00,365.00,135.00
"24662043","2043",20.00,85.00,170.00,5.00,30.00,120.00,100.00,155.00
"24662044","2044",20.00,205.00,260.00,5.00,30.00,275.00,290.00,195.00
"24662045","2045",15.00,190.00,400.00,10.00,35.00,350.00,440.00,105.00
"24662046","2046",20.00,260.00,455.00,10.00,60.00,445.00,580.00,130.00
"24662047","2047",10.00,170.00,280.00,5.00,15.00,220.00,360.00,30.00
"24662048","2048",20.00,165.00,305.00,5.00,30.00,260.00,335.00,120.00
"24662049","2049",15.00,190.00,475.00,5.00,55.00,405.00,495.00,100.00
"24662050","2050",20.00,175.00,360.00,0.00,45.00,255.00,385.00,95.00
"24662051","2051",20.00,240.00,395.00,10.00,45.00,300.00,450.00,165.00
"24662052","2052",20.00,175.00,265.00,10.00,50.00,205.00,305.00,115.00
"24662053","2053",20.00,200.00,335.00,0.00,50.00,250.00,295.00,165.00
"24662054","2054",15.00,210.00,475.00,10.00,55.00,380.00,565.00,145.00
"24662055","2055",40.00,420.00,530.00,15.00,55.00,410.00,625.00,360.00
"24662056","2056",35.00,340.00,480.00,10.00,75.00,485.00,630.00,185.00
"24662057","2057",30.00,400.00,175.00,10.00,15.00,180.00,370.00,260.00
"24662058","2058",30.00,305.00,510.00,10.00,50.00,500.00,690.00,175.00
"24662064","2064",5.00,230.00,440.00,0.00,50.00,385.00,590.00,60.00
"24662065","2065",10.00,220.00,340.00,0.00,25.00,345.00,510.00,85.00
"24662066","2066",25.00,440.00,635.00,15.00,60.00,545.00,840.00,180.00
"24662067","2067",,,,,,,,
"24662069","2069",10.00,200.00,235.00,10.00,30.00,215.00,235.00,230.00
"24662070","2070",15.00,335.00,490.00,5.00,25.00,425.00,615.00,290.00
"24662071","2071",5.00,275.00,300.00,5.00,40.00,270.00,480.00,110.00
"24662072","2072",10.00,265.00,310.00,10.00,30.00,320.00,455.00,75.00
"24662073","2073",40.00,525.00,795.00,30.00,85.00,605.00,1015.00,380.00
"24662074","2074",10.00,305.00,325.00,20.00,35.00,310.00,420.00,250.00
"24662075","2075",20.00,225.00,220.00,10.00,25.00,200.00,335.00,110.00
"24662076","2076",10.00,260.00,365.00,10.00,25.00,375.00,420.00,160.00
"24662077","2077",5.00,195.00,300.00,5.00,30.00,310.00,445.00,100.00
"24662078","2078",20.00,200.00,375.00,10.00,50.00,345.00,460.00,140.00
"24662079","2079",30.00,265.00,370.00,15.00,60.00,245.00,375.00,270.00
"24662080","2080",10.00,245.00,295.00,5.00,10.00,285.00,460.00,85.00
"24662081","2081",10.00,335.00,415.00,15.00,30.00,405.00,440.00,280.00
"24662082","2082",15.00,230.00,195.00,10.00,10.00,125.00,215.00,240.00
"24662083","2083",10.00,285.00,270.00,10.00,40.00,260.00,355.00,210.00
"24662084","2084",20.00,320.00,420.00,5.00,45.00,315.00,585.00,180.00
"24662085","2085",15.00,265.00,375.00,5.00,35.00,305.00,550.00,175.00
"24662086","2086",15.00,270.00,340.00,10.00,10.00,245.00,415.00,125.00
"24662087","2087",20.00,385.00,330.00,10.00,30.00,305.00,335.00,280.00
"24662088","2088",20.00,360.00,315.00,20.00,10.00,215.00,475.00,270.00
"24662089","2089",35.00,570.00,565.00,15.00,55.00,365.00,890.00,165.00
"24662090","2090",15.00,270.00,400.00,10.00,35.00,315.00,500.00,125.00
"24662091","2091",10.00,180.00,255.00,0.00,0.00,245.00,325.00,65.00
"24662092","2092",10.00,230.00,370.00,0.00,30.00,355.00,575.00,55.00
"24662093","2093",5.00,190.00,290.00,0.00,35.00,260.00,420.00,40.00
"24662094","2094",5.00,275.00,415.00,5.00,10.00,390.00,565.00,105.00
"24662095","2095",5.00,215.00,370.00,0.00,45.00,310.00,485.00,55.00
"24662096","2096",0.00,165.00,360.00,5.00,15.00,350.00,515.00,60.00
"24662097","2097",0.00,205.00,360.00,5.00,35.00,335.00,520.00,75.00
"24662098","2098",5.00,160.00,185.00,5.00,20.00,165.00,310.00,30.00
"24662099","2099",5.00,210.00,340.00,5.00,35.00,300.00,435.00,110.00
"24662100","2100",15.00,100.00,235.00,10.00,15.00,205.00,250.00,110.00
"24662101","2101",5.00,130.00,260.00,5.00,35.00,195.00,285.00,85.00
"24662102","2102",10.00,75.00,195.00,0.00,10.00,160.00,200.00,50.00
"24662103","2103",10.00,175.00,250.00,10.00,30.00,260.00,380.00,80.00
"24662104","2104",15.00,260.00,320.00,5.00,30.00,200.00,470.00,70.00
"24662105","2105",25.00,245.00,310.00,10.00,70.00,265.00,425.00,200.00
"24662106","2106",10.00,200.00,255.00,10.00,10.00,190.00,365.00,60.00
"24662108","2108",30.00,340.00,330.00,30.00,55.00,270.00,415.00,305.00
"24662109","2109",30.00,355.00,215.00,10.00,25.00,225.00,210.00,315.00
"24662110","2110",5.00,185.00,250.00,0.00,15.00,255.00,300.00,135.00
"24662111","2111",75.00,60.00,295.00,25.00,60.00,125.00,260.00,105.00
"24662112","2112",45.00,75.00,385.00,20.00,25.00,150.00,430.00,65.00
"24662113","2113",25.00,55.00,385.00,0.00,45.00,195.00,405.00,80.00
"24662114","2114",115.00,95.00,485.00,0.00,185.00,275.00,395.00,240.00
"24662115","2115",250.00,70.00,545.00,135.00,215.00,225.00,355.00,430.00
"24662116","2116",105.00,80.00,240.00,125.00,70.00,75.00,200.00,365.00
"24662117","2117",15.00,75.00,240.00,0.00,15.00,150.00,290.00,20.00
"24662118","2118",35.00,70.00,270.00,0.00,35.00,135.00,325.00,55.00
"24662119","2119",40.00,145.00,485.00,0.00,90.00,310.00,610.00,70.00
"24662120","2120",55.00,90.00,355.00,10.00,90.00,235.00,485.00,120.00
"24662121","2121",50.00,120.00,315.00,0.00,70.00,130.00,345.00,100.00
"24662122","2122",60.00,125.00,475.00,0.00,105.00,235.00,580.00,65.00
"24662123","2123",60.00,80.00,270.00,5.00,40.00,135.00,345.00,70.00
"24662124","2124",40.00,145.00,335.00,5.00,75.00,180.00,365.00,105.00
"24662125","2125",60.00,160.00,430.00,10.00,110.00,290.00,550.00,140.00
"24662126","2126",45.00,105.00,385.00,10.00,120.00,235.00,390.00,90.00
"24662127","2127",105.00,230.00,415.00,10.00,100.00,210.00,570.00,110.00
"24662128","2128",75.00,155.00,585.00,0.00,220.00,285.00,580.00,135.00
"24662129","2129",80.00,145.00,325.00,5.00,120.00,150.00,460.00,100.00
"24662130","2130",50.00,85.00,340.00,5.00,125.00,145.00,340.00,125.00
"24662131","2131",85.00,195.00,325.00,10.00,80.00,130.00,405.00,140.00
"24662132","2132",35.00,155.00,405.00,10.00,130.00,250.00,460.00,150.00
"24662133","2133",55.00,125.00,325.00,15.00,90.00,215.00,420.00,80.00
"24662134","2134",70.00,130.00,275.00,0.00,50.00,70.00,350.00,105.00
"24662135","2135",45.00,35.00,360.00,5.00,170.00,165.00,350.00,80.00
"24662136","2136",170.00,170.00,1405.00,10.00,550.00,665.00,1270.00,360.00
"24662137","2137",55.00,20.00,255.00,0.00,150.00,95.00,240.00,100.00
"24662138","2138",110.00,25.00,475.00,5.00,255.00,105.00,430.00,130.00
"24662140","2140",250.00,95.00,435.00,30.00,185.00,80.00,235.00,380.00
"24662141","2141",180.00,45.00,265.00,5.00,170.00,55.00,220.00,140.00
"24662142","2142",230.00,45.00,505.00,10.00,90.00,55.00,320.00,435.00
"24662143","2143",70.00,20.00,270.00,0.00,155.00,65.00,225.00,155.00
"24662144","2144",185.00,15.00,605.00,5.00,295.00,70.00,625.00,225.00
"24662145","2145",185.00,15.00,245.00,0.00,125.00,40.00,210.00,90.00
"24662147","2147",155.00,15.00,415.00,10.00,170.00,45.00,310.00,230.00
"24662148","2148",155.00,15.00,405.00,25.00,175.00,55.00,250.00,240.00
"24662149","2149",145.00,20.00,545.00,10.00,300.00,85.00,430.00,250.00
"24662150","2150",115.00,10.00,510.00,5.00,250.00,80.00,420.00,195.00
"24662151","2151",120.00,10.00,375.00,0.00,225.00,160.00,375.00,120.00
"24662152","2152",150.00,25.00,570.00,5.00,270.00,130.00,390.00,155.00
"24662153","2153",145.00,45.00,495.00,10.00,320.00,165.00,490.00,200.00
"24662154","2154",185.00,60.00,540.00,20.00,285.00,130.00,585.00,190.00
"24662155","2155",285.00,145.00,645.00,35.00,235.00,180.00,480.00,500.00
"24662156","2156",95.00,15.00,230.00,5.00,140.00,65.00,250.00,120.00
"24662157","2157",150.00,35.00,370.00,30.00,175.00,55.00,320.00,260.00
"24662158","2158",160.00,40.00,350.00,20.00,190.00,80.00,280.00,325.00
"24662159","2159",215.00,40.00,400.00,25.00,170.00,95.00,355.00,235.00
"24662160","2160",120.00,45.00,595.00,5.00,275.00,185.00,570.00,210.00
"24662161","2161",125.00,40.00,535.00,5.00,250.00,200.00,570.00,175.00
"24662162","2162",125.00,35.00,350.00,0.00,190.00,75.00,375.00,75.00
"24662163","2163",155.00,215.00,620.00,10.00,260.00,270.00,730.00,300.00
"24662164","2164",50.00,100.00,145.00,10.00,25.00,65.00,250.00,75.00
"24662165","2165",45.00,220.00,340.00,5.00,85.00,175.00,450.00,115.00
"24662167","2167",55.00,205.00,310.00,10.00,70.00,190.00,450.00,75.00
"24662168","2168",65.00,195.00,350.00,5.00,95.00,190.00,515.00,95.00
"24662169","2169",55.00,70.00,220.00,5.00,90.00,85.00,240.00,135.00
"24662170","2170",105.00,140.00,415.00,20.00,120.00,120.00,400.00,245.00
"24662171","2171",110.00,135.00,565.00,25.00,125.00,225.00,495.00,235.00
"24662172","2172",90.00,60.00,315.00,15.00,140.00,115.00,405.00,160.00
"24662173","2173",100.00,80.00,340.00,20.00,145.00,115.00,385.00,180.00
"24662174","2174",150.00,185.00,490.00,45.00,115.00,175.00,400.00,420.00
"24662175","2175",115.00,175.00,410.00,10.00,115.00,185.00,400.00,160.00
"24662176","2176",140.00,115.00,365.00,10.00,100.00,145.00,395.00,165.00
"24662177","2177",85.00,45.00,180.00,10.00,65.00,45.00,255.00,125.00
"24662178","2178",235.00,155.00,445.00,30.00,190.00,135.00,520.00,390.00
"24662179","2179",155.00,185.00,530.00,25.00,125.00,200.00,590.00,200.00
"24662180","2180",225.00,200.00,395.00,35.00,160.00,160.00,415.00,430.00
"24662182","2182",55.00,160.00,275.00,0.00,75.00,125.00,375.00,105.00
"24662183","2183",65.00,60.00,125.00,0.00,55.00,60.00,165.00,65.00
"24662187","2187",35.00,190.00,350.00,0.00,35.00,220.00,550.00,55.00
"24662192","2192",25.00,160.00,365.00,0.00,70.00,210.00,395.00,65.00
"24662193","2193",55.00,260.00,610.00,5.00,155.00,265.00,635.00,185.00
"24662194","2194",210.00,430.00,1390.00,40.00,440.00,705.00,1400.00,695.00
"24662195","2195",35.00,195.00,305.00,5.00,40.00,220.00,505.00,65.00
"24662196","2196",90.00,155.00,245.00,5.00,80.00,160.00,370.00,145.00
"24662197","2197",25.00,220.00,335.00,5.00,50.00,195.00,540.00,25.00
"24662198","2198",125.00,140.00,360.00,25.00,135.00,170.00,490.00,180.00
"24662199","2199",95.00,135.00,320.00,15.00,130.00,125.00,315.00,240.00
"24662200","2200",85.00,140.00,205.00,10.00,75.00,70.00,160.00,195.00
"24662201","2201",75.00,160.00,265.00,15.00,55.00,155.00,310.00,165.00
"24662202","2202",85.00,100.00,270.00,5.00,65.00,95.00,290.00,125.00
"24662203","2203",135.00,190.00,430.00,5.00,135.00,170.00,500.00,235.00
"24662204","2204",125.00,150.00,250.00,10.00,80.00,65.00,275.00,190.00
"24662205","2205",130.00,185.00,615.00,25.00,145.00,270.00,590.00,295.00
"24662206","2206",45.00,90.00,290.00,15.00,100.00,195.00,360.00,120.00
"24662209","2209",85.00,135.00,480.00,15.00,140.00,175.00,480.00,175.00
"24662210","2210",60.00,65.00,295.00,5.00,55.00,120.00,255.00,80.00
"24662211","2211",70.00,75.00,370.00,5.00,75.00,165.00,370.00,155.00
"24662212","2212",40.00,75.00,295.00,10.00,85.00,110.00,330.00,60.00
"24662213","2213",20.00,85.00,300.00,5.00,70.00,160.00,385.00,70.00
"24662214","2214",135.00,155.00,285.00,20.00,105.00,120.00,425.00,215.00
"24662215","2215",185.00,155.00,385.00,15.00,170.00,150.00,495.00,225.00
"24662216","2216",80.00,140.00,490.00,5.00,120.00,140.00,455.00,125.00
"24662217","2217",85.00,245.00,435.00,20.00,130.00,225.00,685.00,175.00
"24662218","2218",65.00,90.00,375.00,15.00,100.00,140.00,410.00,170.00
"24662219","2219",25.00,45.00,345.00,0.00,100.00,160.00,405.00,70.00
"24662220","2220",175.00,75.00,420.00,5.00,130.00,145.00,580.00,65.00
"24662221","2221",60.00,85.00,465.00,5.00,165.00,170.00,510.00,105.00
"24662222","2222",60.00,55.00,480.00,0.00,170.00,205.00,495.00,75.00
"24662223","2223",50.00,75.00,355.00,0.00,90.00,105.00,305.00,75.00
"24662224","2224",35.00,55.00,340.00,0.00,85.00,115.00,380.00,60.00
"24662225","2225",30.00,170.00,345.00,5.00,85.00,140.00,500.00,50.00
"24662226","2226",65.00,70.00,455.00,0.00,115.00,270.00,545.00,95.00
"24662227","2227",40.00,90.00,400.00,5.00,115.00,185.00,490.00,65.00
"24662228","2228",70.00,105.00,525.00,5.00,105.00,205.00,540.00,85.00
"24662229","2229",30.00,110.00,435.00,0.00,110.00,290.00,580.00,80.00
"24662230","2230",45.00,80.00,430.00,10.00,85.00,165.00,440.00,80.00
"24662231","2231",40.00,70.00,265.00,0.00,60.00,140.00,310.00,75.00
"24662232","2232",105.00,65.00,335.00,10.00,135.00,65.00,310.00,175.00
"24662233","2233",245.00,90.00,1115.00,20.00,605.00,330.00,1015.00,490.00
"24662234","2234",105.00,65.00,315.00,5.00,150.00,65.00,365.00,160.00
"24662235","2235",75.00,50.00,215.00,5.00,105.00,80.00,240.00,105.00
"24662236","2236",60.00,55.00,500.00,5.00,125.00,150.00,460.00,120.00
"24662237","2237",60.00,50.00,305.00,0.00,100.00,100.00,330.00,70.00
"24662238","2238",125.00,130.00,620.00,0.00,260.00,170.00,610.00,155.00
"24662239","2239",80.00,60.00,395.00,5.00,130.00,190.00,515.00,60.00
"24662240","2240",150.00,85.00,400.00,10.00,130.00,120.00,340.00,155.00
"24662241","2241",55.00,40.00,305.00,10.00,110.00,105.00,270.00,100.00
"24662242","2242",145.00,80.00,525.00,10.00,215.00,205.00,645.00,135.00
"24662243","2243",200.00,25.00,360.00,10.00,185.00,110.00,365.00,190.00
"24662244","2244",85.00,20.00,305.00,20.00,115.00,85.00,255.00,200.00
"24662245","2245",75.00,45.00,325.00,10.00,95.00,120.00,265.00,155.00
"24662246","2246",295.00,115.00,805.00,15.00,340.00,210.00,830.00,425.00
"24662247","2247",,,,,,,,
"24662248","2248",85.00,10.00,360.00,5.00,95.00,120.00,350.00,150.00
"24662250","2250",85.00,40.00,410.00,0.00,150.00,90.00,405.00,130.00
"24662251","2251",115.00,20.00,365.00,5.00,155.00,40.00,340.00,100.00
"24662252","2252",65.00,15.00,275.00,5.00,85.00,45.00,270.00,70.00
"24662253","2253",100.00,15.00,260.00,0.00,125.00,55.00,260.00,135.00
"24662254","2254",100.00,35.00,305.00,0.00,135.00,75.00,325.00,120.00
"24662255","2255",90.00,35.00,360.00,0.00,175.00,90.00,410.00,80.00
"24662256","2256",95.00,20.00,390.00,5.00,170.00,65.00,415.00,95.00
"24662257","2257",90.00,30.00,460.00,5.00,125.00,140.00,455.00,90.00
"24662258","2258",75.00,20.00,345.00,0.00,100.00,90.00,305.00,75.00
"24662259","2259",155.00,35.00,495.00,10.00,220.00,105.00,535.00,190.00
"24662260","2260",70.00,25.00,340.00,5.00,105.00,115.00,275.00,110.00
"24662261","2261",280.00,45.00,730.00,15.00,225.00,135.00,760.00,295.00
"24662262","2262",150.00,20.00,375.00,5.00,110.00,55.00,330.00,180.00
"24662263","2263",100.00,20.00,390.00,0.00,215.00,70.00,410.00,105.00
"24662264","2264",90.00,20.00,385.00,0.00,225.00,60.00,445.00,115.00
"24662265","2265",120.00,15.00,435.00,0.00,235.00,55.00,520.00,65.00
"24662266","2266",85.00,20.00,390.00,0.00,210.00,95.00,440.00,85.00
"24662267","2267",120.00,25.00,465.00,5.00,190.00,60.00,440.00,80.00
"24662268","2268",50.00,10.00,235.00,0.00,125.00,45.00,295.00,30.00
"24662269","2269",285.00,80.00,900.00,30.00,460.00,175.00,720.00,510.00
"24662270","2270",95.00,30.00,285.00,10.00,100.00,105.00,305.00,170.00
"24662271","2271",155.00,50.00,565.00,10.00,240.00,100.00,540.00,180.00
"24662272","2272",155.00,30.00,395.00,10.00,225.00,125.00,405.00,210.00
"24662273","2273",130.00,5.00,340.00,5.00,205.00,100.00,435.00,85.00
"24662274","2274",125.00,20.00,405.00,5.00,210.00,75.00,460.00,85.00
"24662275","2275",95.00,20.00,435.00,0.00,195.00,75.00,455.00,75.00
"24662276","2276",115.00,15.00,370.00,0.00,210.00,60.00,420.00,100.00
"24662277","2277",130.00,20.00,480.00,10.00,245.00,110.00,450.00,245.00
"24662278","2278",185.00,40.00,530.00,10.00,245.00,100.00,480.00,220.00
"24662279","2279",125.00,30.00,275.00,5.00,160.00,30.00,250.00,170.00
"24662280","2280",105.00,20.00,375.00,5.00,165.00,90.00,440.00,130.00
"24662281","2281",90.00,15.00,350.00,5.00,140.00,70.00,345.00,110.00
"24662282","2282",140.00,15.00,310.00,5.00,165.00,95.00,345.00,165.00
"24662283","2283",75.00,10.00,340.00,10.00,145.00,40.00,280.00,105.00
"24662284","2284",140.00,15.00,470.00,5.00,240.00,110.00,540.00,125.00
"24662285","2285",40.00,5.00,140.00,0.00,95.00,25.00,145.00,45.00
"24662286","2286",65.00,10.00,305.00,5.00,145.00,40.00,310.00,120.00
"24662287","2287",105.00,15.00,315.00,5.00,190.00,30.00,325.00,160.00
"24662288","2288",90.00,20.00,325.00,5.00,125.00,75.00,290.00,115.00
"24662289","2289",225.00,30.00,570.00,25.00,295.00,95.00,545.00,280.00
"24662290","2290",120.00,25.00,520.00,5.00,255.00,90.00,465.00,225.00
"24662291","2291",185.00,20.00,470.00,15.00,225.00,80.00,430.00,245.00
"24662292","2292",105.00,25.00,430.00,0.00,250.00,65.00,480.00,95.00
"24662293","2293",130.00,15.00,415.00,10.00,215.00,65.00,475.00,135.00
"24662294","2294",85.00,10.00,380.00,0.00,150.00,90.00,380.00,95.00
"24662295","2295",70.00,5.00,290.00,5.00,170.00,50.00,245.00,105.00
"24662296","2296",75.00,10.00,365.00,0.00,175.00,45.00,350.00,180.00
"24662297","2297",95.00,10.00,365.00,10.00,110.00,60.00,295.00,180.00
"24662298","2298",100.00,20.00,365.00,5.00,125.00,110.00,395.00,100.00
"24662299","2299",150.00,25.00,390.00,5.00,200.00,70.00,435.00,145.00
"24662300","2300",115.00,10.00,310.00,10.00,170.00,55.00,305.00,160.00
"24662301","2301",135.00,15.00,400.00,5.00,215.00,80.00,445.00,120.00
"24662302","2302",80.00,10.00,335.00,5.00,140.00,40.00,215.00,155.00
"24662303","2303",120.00,10.00,445.00,0.00,190.00,85.00,475.00,90.00
"24662304","2304",85.00,10.00,390.00,0.00,200.00,55.00,385.00,110.00
"24662305","2305",115.00,20.00,420.00,0.00,185.00,35.00,350.00,150.00
"24662306","2306",65.00,15.00,320.00,0.00,110.00,70.00,375.00,55.00
"24662307","2307",95.00,15.00,280.00,0.00,115.00,75.00,325.00,80.00
"24662308","2308",95.00,5.00,400.00,5.00,180.00,85.00,350.00,135.00
"24662309","2309",70.00,10.00,300.00,0.00,160.00,40.00,270.00,85.00
"24662310","2310",75.00,10.00,355.00,0.00,140.00,55.00,325.00,95.00
"24662311","2311",85.00,15.00,420.00,0.00,215.00,85.00,465.00,125.00
"24662312","2312",80.00,15.00,375.00,0.00,165.00,60.00,365.00,115.00
"24662313","2313",160.00,5.00,415.00,10.00,195.00,85.00,440.00,100.00
"24662314","2314",120.00,20.00,360.00,5.00,190.00,55.00,385.00,110.00
"24662315","2315",110.00,10.00,410.00,5.00,215.00,30.00,360.00,110.00
"24662316","2316",65.00,5.00,300.00,5.00,120.00,55.00,285.00,60.00
"24662317","2317",120.00,5.00,395.00,5.00,210.00,50.00,410.00,135.00
"24662318","2318",95.00,10.00,350.00,5.00,105.00,50.00,280.00,135.00
"24662319","2319",90.00,10.00,360.00,5.00,155.00,50.00,295.00,120.00
"24662320","2320",140.00,15.00,505.00,20.00,235.00,90.00,355.00,285.00
"24662321","2321",110.00,30.00,365.00,10.00,120.00,100.00,335.00,150.00
"24662322","2322",135.00,35.00,610.00,15.00,245.00,100.00,550.00,240.00
"24662323","2323",105.00,30.00,435.00,10.00,150.00,75.00,380.00,235.00
"24662324","2324",90.00,45.00,485.00,10.00,175.00,85.00,365.00,225.00
"24662325","2325",115.00,55.00,585.00,15.00,245.00,165.00,560.00,260.00
"24662326","2326",125.00,45.00,440.00,10.00,205.00,150.00,420.00,205.00
"24662327","2327",150.00,20.00,430.00,5.00,200.00,110.00,530.00,155.00
"24662328","2328",110.00,40.00,385.00,25.00,210.00,95.00,330.00,230.00
"24662329","2329",135.00,45.00,285.00,20.00,90.00,150.00,225.00,245.00
"24662330","2330",95.00,55.00,270.00,5.00,115.00,135.00,315.00,210.00
"24662331","2331",135.00,40.00,465.00,10.00,215.00,50.00,325.00,250.00
"24662332","2332",285.00,145.00,720.00,25.00,290.00,180.00,600.00,590.00
"24662333","2333",95.00,85.00,230.00,20.00,55.00,120.00,160.00,235.00
"24662334","2334",130.00,60.00,350.00,20.00,165.00,105.00,225.00,285.00
"24662335","2335",75.00,100.00,325.00,5.00,105.00,105.00,285.00,110.00
"24662336","2336",185.00,125.00,460.00,25.00,215.00,125.00,410.00,345.00
"24662337","2337",120.00,60.00,210.00,10.00,105.00,80.00,245.00,175.00
"24662338","2338",110.00,75.00,215.00,5.00,120.00,75.00,270.00,125.00
"24662339","2339",100.00,55.00,295.00,10.00,130.00,90.00,255.00,200.00
"24662340","2340",70.00,15.00,315.00,5.00,135.00,60.00,205.00,165.00
"24662341","2341",150.00,65.00,525.00,15.00,190.00,115.00,460.00,320.00
"24662342","2342",80.00,45.00,380.00,10.00,155.00,115.00,310.00,155.00
"24662343","2343",90.00,35.00,325.00,5.00,140.00,75.00,340.00,105.00
"24662344","2344",75.00,35.00,375.00,5.00,100.00,115.00,315.00,140.00
"24662345","2345",65.00,10.00,410.00,5.00,175.00,100.00,365.00,145.00
"24662346","2346",90.00,10.00,365.00,5.00,130.00,80.00,315.00,150.00
"24662347","2347",90.00,10.00,285.00,5.00,120.00,55.00,275.00,150.00
"24662348","2348",125.00,15.00,335.00,5.00,115.00,70.00,280.00,145.00
"24662349","2349",100.00,15.00,380.00,0.00,215.00,55.00,400.00,135.00
"24662350","2350",90.00,20.00,225.00,0.00,150.00,50.00,195.00,165.00
"24662351","2351",45.00,5.00,165.00,0.00,75.00,20.00,155.00,65.00
"24662352","2352",125.00,30.00,420.00,10.00,165.00,70.00,400.00,170.00
"24662353","2353",340.00,100.00,810.00,30.00,365.00,105.00,585.00,505.00
"24662354","2354",85.00,15.00,240.00,5.00,125.00,50.00,175.00,155.00
